Series Name,Series Code,Country Name,Country Code,1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GNI (current US$),NY.GNP.MKTP.CD,Chile,CHL,10765532786.8852,11794418269.2308,16726597765.3631,16025896086.3698,7337993238.28921,10015921187.7395,13597864048.2823,15500998063.8029,21128372534.2282,28106809871.7949,33046378043.5897,23404756100.9625,18608496202.5638,17597778880.9911,15619688825.0653,16953346024.9832,20503441046.8985,24062510516.3055,27894121179.6217,31354530651.6891,35874980432.1058,44043769337.2497,47591342667.6893,54456480891.0467,70658561164.4026,75533864796.8564,82340680700.1979,79741833590.5625,73026953032.5484,75124613519.0643,68631759083.2205,67033029762.5337,71042113846.5432,91075840567.8145,112323292444.81,136010836013.578,154242005721.923,165659073480.126,160627294365.135,203115009358.564,236993114783.813,254520086414.553,264303347987.482,250558970436.115,236571162956.98,242625276470.643,265587352672.125,285431771514.039,270972766316.849,..
GNI (current US$),NY.GNP.MKTP.CD,China,CHN,99800958648.1436,113687586299.051,138544284708.957,144182133387.722,163431551779.761,153940455341.506,174938098826.569,149540752829.268,178280594413.043,191149211575,195783049099.206,205361295278.626,231563322095.785,261221374528.571,310328084153.061,300735081440.58,272793546177.13,312230327072.016,347942587323.887,361822783694.073,384152337595.819,427130409854.003,443808937181.006,563288670005.917,722773475238.004,851309717503.789,950600282951.338,1012399391554.64,1079526985271.13,1196681328408.87,1320222692110.76,1455604866961.46,1650069477164.43,1950215394499.08,2269857202066.07,2746989420528.26,3558383398179.43,4622872256341.47,5093170992164.12,6061091977323.01,7481123496782.48,8512412397989.64,9492579024342.3,10488982516429,11019763021461.3,11188324988592.1,12300721956918.4,13819938054383.3,14246120664698,..
GNI (current US$),NY.GNP.MKTP.CD,Colombia,COL,7645029433.81869,8473740257.75595,10104386815.6285,12184409033.5578,12776548138.7449,14984942385.5224,19153335981.1357,22922871080.3024,27649181154.7063,33155485756.5316,35904126272.0089,37999647572.1475,37514872085.7307,36678124773.7313,33219411744.3172,33194484135.0734,34383300523.0276,37467546939.6276,37241071887.3773,45539094151.9333,47086381862.0962,56161793342.7437,64491312565.3626,80213040694.7975,90911003096.5725,95097412814.6927,104334000798.451,96748227324.8217,84832744079.29,97729902123.7903,95787969671.1632,95331633503.9279,91408959391.8307,113017243988.227,141960162427.803,157371479210.418,199929095615.928,233817836996.718,225258274516.937,276075209462.956,320620818937.099,356796963029.411,368706346309.552,369788203604.69,289330583250.352,279762590993.018,306184600190.409,325127279321.61,313494121786.287,..
GNI (current US$),NY.GNP.MKTP.CD,Comoros,COM,..,..,..,..,..,..,..,..,..,212850523.339414,196610753.504133,184575738.542042,191118973.565512,184069241.771998,195553548.597335,277677168.837694,336548610.140616,354262324.418315,342746835.792224,428916945.962077,423598347.420903,461257261.335542,454703733.081132,319640690.607178,399479534.380408,396421276.129907,364678574.455433,369738413.384478,382656388.636361,350605432.387766,379225516.445254,425207827.288472,545532540.120311,631540746.668487,652172799.775847,696992654.009809,797225215.773899,913871918.086697,904095344.438834,907127359.33076,1022301332.77123,1014150701.47,1116441521.5832,1151100250.86547,969881517.913041,1018190400.7207,1083389247.02739,1185350497.66578,1170987116.89559,..
GNI (current US$),NY.GNP.MKTP.CD,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5130585096.54605,4877639433.38087,5398454824.59944,5684840491.54302,5824730566.86733,4281472054.54545,18699788397.1014,7061817563,8430337554.61324,8710928320.4579,9989337555.95146,11457022516.8176,13982219064.1558,16102883772.5723,18458639375.461,17862577173.2475,20654939478.4381,24543304631.7023,27710051937.9617,29868627089.0428,32869069198.0978,35126776382.8788,36345365361.454,36945659017.8937,45549717037.8734,48961721243.9481,..
GNI (current US$),NY.GNP.MKTP.CD,"Congo, Rep.",COG,315101012.50018,404360746.184952,521707243.963675,569489859.275472,737841782.031079,717374157.462045,727513268.182014,824162087.380075,1105749947.61629,1544186454.57496,1881339661.64763,2022256903.94485,1923414732.38167,2066650984.19194,2024073139.06208,1880968131.97263,2336153549.80348,1906837694.21624,2027194944.57707,2323840716.80238,2278923344.30672,2555424837.49024,1545686273.77222,1514504470.15308,1228292026.98035,1455086517.04107,1661142420.69226,1478608930.42449,1644949619.05905,2275221126.74256,1969428950.96476,2183515345.53473,2583994643.70766,3167358436.71421,5072086125.89197,6319738237.55957,7371703712.46321,10220585524.6637,8964451553.43451,12222438726.9619,14091709876.2734,16736418819.8246,17547481602.5362,18046040643.4497,11887436642.2383,9944883285.10564,10800097019.8053,11498406921.6387,9534724557.14264,..
GNI (current US$),NY.GNP.MKTP.CD,Costa Rica,CRI,1060102206.526,1200686058.7792,1488145378.22712,1624813114.7541,1894935064.17736,2336934399.06651,2992727012.83547,3409908809.80163,3885819323.22054,4615347012.83547,2339707172.16599,2202721156.90505,2813170199.20086,3358576268.67448,3637004055.44554,4145083679.21147,4235852462.96001,4277829898.40348,4849125767.47627,5459187786.75989,6984926273.7891,8331132822.03138,9331538403.21245,10340548088.1689,11364100617.3802,11518029296.134,12435403933.362,13352271440.5692,13676435553.7665,14261311763.847,15180184695.1683,15743590601.9677,16400081712.9885,17741948914.6667,19195028698.418,21940022722.934,26048030075.3655,30018712454.4596,29548314238.7421,36059991803.4268,40822529082.9369,44992549183.4882,47889274840.9858,48430773853.7799,52360979327.1474,54676168525.5372,55569873365.0377,57266410097.535,58190318731.406,..
GNI (current US$),NY.GNP.MKTP.CD,Cote d'Ivoire,CIV,1517255392.55474,1789500104.75043,2405120879.79139,2973453746.85247,3752941296.11423,4503853782.68721,6070867871.46028,7591719440.5287,8682639497.35241,9680514963.5838,7910291659.5978,7026604091.58315,6150115376.07659,6349599661.47676,6295644347.74286,8468160649.29878,9196580291.71821,9302464668.91524,8372493877.11856,9209159713.26444,9121517377.2779,9807255443.8785,9679054334.15289,7539428502.49647,10012665108.613,11223283348.6853,11002798844.6884,12020812547.7369,11742586597.9015,9715070571.87156,9920429842.96646,10857690889.8375,13047013229.7541,14789615104.9232,16439389624.8974,17106471364.1521,19561215518.2554,23421491785.6502,23436745169.0796,23995589514.0668,24425276236.7888,25926661657.2942,29861784272.1476,34454180221.7405,44807384562.9239,46887633191.4514,50051967022.8553,55809155337.1927,56975603680.0811,..
GNI (current US$),NY.GNP.MKTP.CD,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22481529540.4286,23743141196.29,23825034057.0545,25374359106.1918,22956630040.4426,21230336983.9768,22572931985.4106,26355714857.8312,33517712823.3088,40862773416.7133,44282877015.3448,49117455772.4053,58680820652.1745,67938936203.8174,60258886299.5727,57880430376.187,60497260008.6402,54662677173.9189,57022095862.3569,56433335663.0098,49216143332.5573,50058020008.9905,54667725311.9796,60477554189.7912,59830033764.084,..
GNI (current US$),NY.GNP.MKTP.CD,Cuba,CUB,6782256200,7979320041.97272,9796397346.20024,11187718414.6341,12778100609.7561,13525388428.7454,13933525180.7229,17502936103.8961,19211775616.4384,19531412500,19762075662.6506,20547988470.5882,21783970197.9045,23596807057.4843,22466664483.0222,23746921046.3163,24714712705.0744,26992651715.0396,26599988081.5071,28034938962.766,23862628224.3756,21760981486.4865,22022285540.5405,27998129864.8649,29752587897.3573,24524500000,24882700000,25288000000,27850400000,29943300000,31179700000,32979826200,35340723500,37552770500,42010636100,52124800000,57644200000,59751100000,60437000000,62896000000,67926000000,72146000000,76226000000,79602100000,86014000000,90086000000,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3020599608.93855,3086051396.64804,3092940223.46369,3125785921.78771,3149977821.22905,3105924804.46927,3143314022.34637,3232793296.08939,3234078212.2905,..
GNI (current US$),NY.GNP.MKTP.CD,Cyprus,CYP,..,..,..,..,..,578311622.740584,743528819.762123,974720507.964799,1298894850.2994,2174377611.9403,2103814365.41144,2174408877.92848,2160141601.77976,2280841176.47059,2435306333.97313,3055706214.68927,3667785870.88916,4236132622.33375,4532358343.19527,5557199359.79513,5737621590.90909,6866387744.45893,6551304004.71143,7373203928.57143,9431244501.94049,9527828105.39523,9024625997.7195,10557893665.1584,9895297734.62783,9128568331.76249,9655802367.94171,10831199038.4615,13954369195.923,16345890000,17475010570.8245,18960303600.552,22433135778.8119,27388166105.1706,25873166157.2659,25365001988.5987,28291559020.0445,24805330849.2869,23618497808.4739,22538678092.2014,19712840341.7286,20118149214.0801,21987131721.6448,24341996929.6174,23946675249.0765,..
GNI (current US$),NY.GNP.MKTP.CD,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34590101839.4057,40901722601.4475,47891929789.8211,59678259231.3489,66384038430.3671,61246143362.7984,65822119375.9836,63964019994.6773,60625668795.585,65898379680.1426,79239888083.1801,96725406785.0686,114139370734.403,130807057527.111,146538883676.468,177936058973.967,222389334395.52,193114095367.99,193418140405.535,211036199499.884,195428016856.085,198239568740.499,194987353968.445,175136907363.179,183030984148.2,206250524034.28,234810058329.722,235270023656.641,..
GNI (current US$),NY.GNP.MKTP.CD,Denmark,DNK,18736937909.8609,22847257997.2084,30599735680.6348,33804669149.6169,40278863770.8399,44437450289.4955,49859597881.1301,60569192688.4996,70008559399.3537,69964084174.666,60076479770.8959,58229571672.0273,58620592673.5921,56865098777.5911,60234072043.3355,85234310962.7982,106339795476.807,111928267696.65,108442468468.715,133535624373.849,134266234972.25,148139456105.764,139651772081.618,152701498757.979,181668927602.456,183957093831.376,170398667575.138,174474391117.479,176090565064.075,160421991562.643,162360864132.263,176412403257.882,216143722391.73,251681994959.189,266599076189.365,286311629784.086,321027058801.918,357301936015.378,324446827957.992,327262172001.618,351257091701.648,334536414976.473,354463589494.156,365833620392.697,311964189253.733,320812594566.814,336415998769.023,364912764784.076,360446396646.058,..
GNI (current US$),NY.GNP.MKTP.CD,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,482914793.412146,498044688.022237,489067695.995409,508327659.6463,515031988.341276,509742799.106465,514863184.429527,524857501.364498,548464728.42264,567019654.402125,584835781.927853,606415674.005886,642959470.180789,688601797.19898,729424209.857023,791915417.986619,871804682.620512,1031814867.12319,1070790733.7906,1145970369.28669,1247888544.40387,1381266141.87406,2093587752.71352,2319047522.85608,2574599243.19154,2745407258.60905,2874159682.64686,3113723864.50596,3230790006.75219,..
GNI (current US$),NY.GNP.MKTP.CD,Dominica,DMA,..,..,..,..,..,..,45872947.4074074,56930215.5555556,54917758.8888889,73104653.3333333,82607391.1111111,89727576.6666667,98220747.037037,106886700.37037,117221562.592593,132750847.407407,149524310,169543221.111111,181148354.074074,196536137.407407,212100259.259259,226780481.481481,239153518.518519,253353444.444444,261222148.148148,273478592.592593,286078074.074074,307183925.925926,306214555.555556,294150370.37037,315098037.037037,305264814.814815,316294481.481481,333866074.074074,335275555.555556,375245814.814815,401761000,439854111.111111,475420296.296296,484384740.740741,490478148.148148,467740296.296296,484287333.333333,503558629.62963,518958037.037037,561033481.481481,508221814.814815,552210814.814815,573346766.343322,..
GNI (current US$),NY.GNP.MKTP.CD,Dominican Republic,DOM,1664300000,2027000000,2350899900,2920400000,3597500100,3945299900,4507500200,4771400000,5551200100,6420500100,6973899800,7709900300,8324900100,9972699700,4725492096.63947,5877395034.94818,5527990480.64919,5052914306.74847,6373562712.93375,6758924741.65132,9374291694.88032,10924606827.6572,12384042396.3153,13981233897.4332,15831467647.4906,17516877241.6281,19222442221.0219,20781161293.0319,21162196202.8106,23263746836.8388,24510208596.2204,25985430345.9163,20001897174.9187,20508099191.2485,33873701572.3315,36027519171.7384,41782447145.0577,46374331822.3563,46539816385.3172,51932177372.294,55774581986.19,58281926478.3661,59708978487.7338,63931917484.8545,68227916795.8486,72450765679.1959,76203984074.7446,81709981972.2991,84666208177.7368,..
GNI (current US$),NY.GNP.MKTP.CD,Ecuador,ECU,2718503141.66599,3140765557.37758,3775699919.51342,6432079281.52439,7676350735.48856,8952057258.16727,10829952446.0045,11653573256.8764,13770371965.5054,17268130651.1089,21049102097.5815,18929373984.7133,16262056379.346,15808986195.6227,16089586704.2826,14271644255.3903,12885923996.527,11818295217.9957,12526174547.0309,14028697796.5758,15870976488.2441,17149765882.9415,18077986993.4967,21768303151.5758,23508422211.1056,24202981490.7454,27134639319.6598,26810811405.7029,18337918959.4797,17103552776.3882,23235924000,27296182800,30940439900,34751628400,39691563800,44974439600,49039661800,60333815800,61249036100,68518395400,78019902500,86645126800,93768814900,100183286800,97561809500,98125265500,101977757500,104733266600,104407196200,..
GNI (current US$),NY.GNP.MKTP.CD,"Egypt, Arab Rep.",EGY,8536087732.72124,9231127197.5181,9974482061.6473,9109910658.63287,11388206926.7865,12973982125.1241,13975793720.3999,14148726500.9096,16951571428.5714,20210185954.8442,20471081081.0811,25871182142.8571,29088009196.7404,31908191679.2088,35769552926.3951,37440785687.5585,39933762765.1218,34771711754.6848,39246669712.9285,41873798698.9681,37631036490.5284,42069286522.4325,46801231452.581,52113583392.6453,60485845060.4541,68066516981.1321,78947678171.0914,85684807556.0803,91221904806.8416,100305543960.076,97756136118.5984,85241867415.7303,80181261538.4615,78575767532.4675,89346865557.4043,107956786956.522,131614828371.278,164177881818.182,189300605444.646,214618966061.706,229940172977.625,272637266666.667,281027708527.132,298332708895.265,323665676819.407,327970017791.411,231165195652.174,243433399437.254,292082655125.285,..
GNI (current US$),NY.GNP.MKTP.CD,El Salvador,SLV,1175480000,1251040000,1426240000,1631120000,1843800100,2313040100,2913960100,3075680000,3423199900,3490159900,3337200200,3280000000,3375638500,3527888000,3683654700,3654968500,3835248900,4069280700,4250907600,4689782204.02673,5109572400,5705749300,6567739200,7587384000,8826057100,9464957800,10058405900,10773659900,11002097000,11531827700,12016833600,12340790300,12820792200,13266960900,14207700000,15562390000,16555500000,17597840000,17045650000,17909710000,19665550000,20515580000,21000770000,21558040000,22346390000,22945060000,23591580000,24647230000,25716490000,..
GNI (current US$),NY.GNP.MKTP.CD,Equatorial Guinea,GNQ,65370165.1096172,65254936.1298253,81407483.6937865,94523896.1984503,104698033.340882,104052135.180784,104386403.72818,..,..,48799934.0142818,30146793.5871743,34544821.1359913,40537010.0397406,47262783.9636726,57918187.5649675,70825308.4917121,88040829.6360576,93504454.6181578,81007248.0872755,119604661.344397,121228259.571106,149786399.50312,148550061.342847,92353432.526778,118007515.600571,187443210.314329,387373514.86989,290375972.74896,520234190.694773,675806916.325726,587616433.65253,821380430.543874,924205363.796268,1481460300.58029,4173013694.85662,7939532609.24236,10450746473.5717,14636832123.2464,9938850407.13803,9578455127.71671,13819220310.4688,14844233177.0267,15003862699.2207,14796387634.7752,9945017664.06179,8709938548.16762,8983531883.80186,10026979628.0621,8329917010.86281,..
GNI (current US$),NY.GNP.MKTP.CD,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,477101651.648376,467872714.755603,531888311.688312,585565625,685835952.616924,683315115.487715,749833860.823972,695019380.320389,706846472.727273,750010831.601751,723218652.834893,860583135.777027,1093759651.85857,1089003669.98744,1202459440.65041,1310746757.72358,1368434686.17886,1840533600,1569887473.17073,2041455160.97561,..,..,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5472116465.49341,5947902604.95927,6978783083.73363,9301313233.96567,11465094409.9379,13457655764.2084,16082181658.5121,20706693128.9351,23098872125.3845,19146012781.3281,18646422899.6642,22210861628.9901,22237623396.3398,24663444923.3427,26016585293.3131,22543889502.3005,23719542899.4187,26302479799.8824,30034153188.7843,30759017473.7254,..
GNI (current US$),NY.GNP.MKTP.CD,Eswatini,SWZ,123881431.767338,131650839.078964,191786743.51585,230413097.866078,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1173722142.77432,1225891753.88404,1368041129.03226,1405127245.46317,1402771262.81401,1779525847.09548,1734837299.0952,1854807356.77083,1633798111.53519,1635603371.79802,1772303683.10326,1644811374.01122,1435491523.33336,2155655439.07888,2772685228.1875,3356415171.48114,3305353909.76888,3510463721.00945,3288893344.79252,3504865749.31848,4212627096.65082,4528165580.97258,4571331766.13885,4400329867.11686,4235174491.14045,3903140660.42695,3610864510.25181,4107870286.73459,4345147362.93533,4018702283.73702,..
